"","MM104_2_S18_L004_R1_001","MM109_S20_L005_R1_001","MM154_S20_L006_R1_001","MM116_S7_L003_R1_001","MM134_S15_L006_R1_001","MM141_S12_L004_R1_001"
"HUNK-AS1",0,0,0,0,0,0
"HUS1",56.9986727641705,117.005454602562,113.531317560149,148.159740746746,134.810953361096,0
"HUS1B",0,3.92197054533728,4.55782661737826,11.5235353914136,6.04324963342843,0
"HUWE1",3023.52050526304,2929.71199736695,2688.28900850456,3020.81249189199,2346.17545383948,1437.56458109264
"HVCN1",0,52.9466023620533,119.746535674756,23.8701804536424,38.5838245826584,0
"HYAL1",0,0,0.828695748614229,9.87731604978308,0.929730712835142,0
"HYAL2",0,45.7563230289349,44.7495704251684,93.011392802124,42.7676127904165,0
"HYAL3",0,28.7611173324734,7.04391386322095,34.5706061742408,3.254057494923,0
"HYAL4",0,0,0,0,0,0
"HYALP1",0,0,0,0,0,0
"HYDIN",0,73.8637786038521,3.31478299445692,0,3.254057494923,0
"HYDIN2",0,1.96098527266864,0,0,0,0
"HYI",147.678379434442,71.9027933311834,178.169585952059,272.44930103985,80.4217066602398,659.334131177827
"HYI-AS1",0,1.96098527266864,2.07173937153557,7.40798703733731,0.464865356417571,0
"HYKK",0,4.57563230289349,24.4465245841198,23.8701804536424,116.216339104393,0
"HYLS1",0,20.9171762417988,24.0321767098126,37.0399351866865,52.9946506316031,0
"HYMAI",0,1.30732351511243,0.828695748614229,4.93865802489154,3.254057494923,0
"HYOU1",3549.46280395062,3472.2512561386,1667.33584621183,6840.04136447478,4917.34574018507,805.252340536854
"HYPK",59.5895215261782,67.9808227858462,50.9647885397751,156.390837454899,83.6757641551628,0
"HYPM",0,0,0,0,0,0
"IAH1",0,95.4346166032071,109.802186691385,17.2853030871204,81.351437373075,16.2131343732253
"IAPP",0,0,0,0,0,0
"IARS",810.935662508425,1417.79235213943,2357.63940480748,2481.675657508,1834.35869642374,2318.47821537121
"IARS2",0,267.347658840491,302.473948244194,219.770282107673,433.254512181176,210.770746851928
"IARS2P1",0,5.22929406044971,4.55782661737826,0,1.85946142567028,0
"IBA57",0,154.264174783266,116.846100554606,149.805960088377,140.389337638106,0
"IBA57-AS1",0,4.57563230289349,0.828695748614229,21.4008514411967,6.508114989846,0
"IBSP",0,0,0,0,0.464865356417571,0
"IBTK",183.95026210255,275.845261688722,377.885261368089,244.463572232131,347.254421243926,10.8087562488168
"ICA1",88.0888579082634,58.8295581800592,60.0804417745316,165.445043833867,26.032459959384,86.4700499905347
"ICA1L",0,6.53661757556213,9.11565323475652,0,0.464865356417571,0
"ICAM1",1137.3826065214,753.672006462314,270.154814048239,288.08838478534,232.897543565203,729.591046795136
"ICAM2",25.9084876200775,792.891711915687,341.008300554755,348.998500425669,159.448817251227,583.672837436109
"ICAM3",650.303039263945,2221.79631393357,4575.64357597347,3164.03357461384,806.076528028069,2410.35264348615
"ICAM4",0,247.737806113805,130.105232532434,38.686154528317,93.4379366399318,0
"ICAM5",0,22.8781615144675,1.65739149722846,16.4621934163051,7.90271105909871,0
"ICE1",194.313657150581,586.334596527923,967.91663438142,826.402109498517,891.611753608902,5.40437812440842
"ICE2",383.445616777147,184.332615630852,591.274416636253,381.099777587464,818.163027294925,0
"ICE2P1",0,0,0,0,0,0
"ICE2P2",0,0,0,0,0,0
"ICK",0,134.65432205658,169.053932717303,88.0727347772324,217.092121447006,0
"ICMT",44.0444289541317,358.206643140805,274.29829279131,352.29093910893,265.902983870851,10.8087562488168
"ICOS",0,36.6050584231479,1.24304362292134,5.76176769570679,1.39459606925271,0
"ICOSLG",0,0,0.828695748614229,0,6.508114989846,0
"ID1",0,14.3805586662367,7.04391386322095,245.286681902946,3.254057494923,0
"ID2",28.4993363820852,206.557115387763,12.0160883549063,74.0798703733731,19.0594796131204,10.8087562488168
"ID2-AS1",0,1.30732351511243,0.414347874307115,0,0,0
"ID3",300.538456392899,2.61464703022485,25.6895682070411,177.791688896095,1.39459606925271,1010.61870926437
"ID4",0,0,0.828695748614229,0,0,643.120996804602
"IDE",67.3620678122015,392.197054533728,322.776994085242,395.915751662138,434.184242894012,0
"IDH1",0,109.815175269444,187.285239186816,105.358037864353,80.8865720166574,0
"IDH1-AS1",0,1.30732351511243,1.24304362292134,3.29243868326102,0,0
"IDH2",1660.73405644697,961.53644536519,820.408791128087,2639.71271430453,1944.99665125112,0
"IDH3A",15.5450925720465,268.001320598047,505.090058780373,406.616177382737,838.152237620881,1459.18209359027
"IDH3B",0,190.215571448858,140.049581515805,175.32235988365,151.546106192128,75.6612937417178
"IDH3G",370.491372967108,187.600924418633,149.165234750561,312.781674909797,168.746124379578,275.623284344829
"IDI1",0,181.064306843071,154.551757116554,200.838759678923,252.886753891159,5.40437812440842
"IDI2",0,0.653661757556213,0,0,0,0
"IDI2-AS1",0,2.61464703022485,2.07173937153557,0,2.78919213850543,0
"IDNK",0,32.6830878778107,76.2400088725091,62.5563349819595,58.1081695521964,0
"IDO1",0,0,0,0,0,0
"IDO2",0,1.30732351511243,2.07173937153557,0,0.929730712835142,0
"IDS",1450.87530672434,351.670025565243,618.207028466215,451.887209277576,588.519541224645,1610.50468107371
"IDSP1",0,0,0,0,0,0
"IDUA",948.250646894836,328.791864050775,481.05788207056,1601.77141940649,290.540847760982,5.40437812440842
"IER2",1645.18896387492,5203.14759014746,338.93656118322,1835.53456591802,416.984224706561,3215.60498402301
"IER3",2412.08019742921,1103.38104675489,7.87260961183518,336.65185536344,22.3135371080434,826.869853034488
"IER3IP1",31.090185144093,75.8247638765207,171.954367837453,69.9643220192968,141.783933707359,0
"IER5",1629.64387130287,428.14845119932,125.961753789363,558.068356812744,203.611026110896,1021.42746551319
"IER5L",0,3.26830878778107,3.72913086876403,0,3.254057494923,118.896318736985
"IFFO1",49.2261264781472,132.693336783911,171.540019963145,139.105534367778,89.7190137885912,0
"IFFO2",766.891233554294,155.571498298379,102.343924953857,193.430772641585,84.1406295115804,0
"IFI16",116.588194290349,455.602245016681,633.537899815578,418.13971277415,1370.423070719,632.312240555785
"IFI27",308.311002678922,80.4003961794142,3.72913086876403,19.7546320995662,330.984133769311,1324.07264048006
"IFI27L1",0,59.4832199376154,27.7613075785767,83.1340767523409,30.6811135235597,0
"IFI27L2",0,71.9027933311834,49.3073970425466,114.412244243321,62.2919577599545,0
"IFI30",0,27.453793817361,0,13.9928644038594,2.78919213850543,0
"IFI35",88.0888579082634,235.971894477793,94.8856632163292,134.166876342887,171.535316518084,529.629056192025
"IFI44",88.0888579082634,114.390807572337,31.0760905730336,2.46932901244577,238.011062485796,0
"IFI44L",2.59084876200775,247.737806113805,6.21521811460672,0,384.908515113749,2880.53354030969
"IFI6",557.032483831666,1304.05520632465,196.400892421572,25.5163997952729,379.330130836738,7739.06947415285
"IFIH1",313.492700202938,256.235408962036,274.712640665617,112.76602490169,287.751655622477,718.782290546319
"IFIT1",12.9542438100387,112.429822299669,22.7891330868913,11.5235353914136,65.08114989846,453.967762450307
"IFIT1B",0,92.8199695729823,2.9004351201498,0,1.85946142567028,0
"IFIT1P1",0,8.49760284823077,4.14347874307115,0,3.254057494923,0
"IFIT2",0,400.040995624402,4.97217449168538,7.40798703733731,12.5513646232744,432.350249952673
"IFIT3",318.674397726953,191.52289496397,12.4304362292134,2.46932901244577,75.7730530960641,0
"IFIT5",170.996018292511,134.65432205658,159.938279482546,214.008514411967,184.551546497776,0
"IFIT6P",0,0,0,0,0,0
"IFITM1",93.2705554322789,234.010909205124,68.781747134981,20.5777417703814,212.44346788283,5.40437812440842
"IFITM10",0,12.4195733935681,6.21521811460672,18.1084127579356,14.8756914053623,0
"IFITM2",940.478100608813,682.422874888687,169.46828059161,191.784553299955,94.367667352767,75.6612937417178
"IFITM3",658.075585549968,211.132747690657,4.97217449168538,74.0798703733731,19.524344969538,3129.13493403247
"IFITM4P",0,0,0.414347874307115,0,0,0
"IFITM5",0,0,0,0,0,0
"IFITM8P",0,0,0,0,0,0
"IFITM9P",0,0,0,0,0,0
"IFNA1",0,0,0,0,0,0
"IFNA10",0,0,0,0,0,0
"IFNA11P",0,0,0,0,0,0
"IFNA12P",0,0,0,0,0,0
"IFNA13",0,0,0,0,0,0
"IFNA14",0,0,0,0,0,0
"IFNA16",0,0,0,0,0,0
"IFNA17",0,0,0,0,0,0
"IFNA2",0,0,0,0,0,0
"IFNA20P",0,0,0,0,0,0
"IFNA21",0,0,0,0,0,0
"IFNA22P",0,0,0,0,0,0
"IFNA4",0,0,0,0,0,0
"IFNA5",0,0,0,0,0.464865356417571,0
"IFNA6",0,0,0,0,0,0
"IFNA7",0,0,0,0,0,0
"IFNA8",0,0,0,0,0,0
"IFNAR1",253.903178676759,486.324347621823,2159.99546876299,1410.80997577735,964.130749210043,1286.2419936092
"IFNAR2",520.760601163557,414.421554290639,1126.61187024104,1437.14948524344,758.195396317059,1167.34567487222
"IFNB1",0,3.26830878778107,0,0,0.464865356417571,0
"IFNE",0,0,0,0,0,0
"IFNG",0,9.15126460578698,0.414347874307115,0,0,0
"IFNG-AS1",41.453580192124,145.766571935036,633.537899815578,43.6248125532086,318.432769146036,697.164778048686
"IFNGR1",194.313657150581,247.737806113805,1340.00102550921,516.089763601166,642.443922569083,0
"IFNGR2",1484.55634063044,345.787069747237,468.627445841347,509.504886234644,269.157041365774,0
"IFNK",0,0,0,0,0,0
"IFNL1",0,0,0,0,0,0
"IFNL2",0,0,0,0,0,0
"IFNL3",0,0,0,0,0,0
"IFNL3P1",0,0,0,0,0,0
"IFNL4",0,0,0,0,0,0
"IFNL4P1",0,0,0,0,0,0
"IFNLR1",77.7254628602325,227.474291629562,146.264799630411,168.737482517128,111.567685540217,578.268459311701
"IFNNP1",0,0,0,0,0,0
"IFNW1",0,0,0,0,0,0
"IFNWP15",0,0,0,0,0,0
"IFNWP18",0,0,0,0,0,0
"IFNWP19",0,0,0,0,0,0
"IFNWP2",0,0,0,0,0,0
"IFNWP4",0,0,0,0,0.929730712835142,0
"IFNWP5",0,0,0,0,0,0
"IFNWP9",0,0,0,0,0,0
"IFRD1",554.441635069658,484.363362349154,174.440455083295,975.384959916079,342.60576767975,1064.66249050846
"IFRD2",142.496681910426,252.967100174255,144.193060258876,511.151105576274,385.838245826584,113.491940612577
"IFT122",704.710863266108,146.420233692592,140.463929390112,205.777417703814,72.9838609575587,718.782290546319
"IFT140",2.59084876200775,132.693336783911,77.4830524954304,72.4336510317426,75.7730530960641,0
"IFT172",0,117.005454602562,127.619145286591,94.6576121437545,130.627165153338,432.350249952673
"IFT20",282.402515058845,190.215571448858,126.790449537977,151.452179430007,111.1028201838,0
"IFT22",0,10.4585881208994,8.28695748614229,6.58487736652205,1.85946142567028,237.79263747397
"IFT27",72.5437653362169,142.498263147254,193.500457301423,198.369430666477,78.5622452345695,0
"IFT43",347.173734109038,30.722102605142,50.550440665468,32.101277161795,24.1729985337137,0
"IFT46",64.7712190501937,37.9123819382604,106.901751571236,154.744618113268,81.351437373075,0
"IFT52",0,52.9466023620533,43.0921789279399,48.5634705781001,31.6108442363948,0
"IFT57",116.588194290349,194.137541994195,202.201762661872,523.497750638503,211.513737169995,124.300696861394
"IFT74",339.401187823015,62.7515287253965,118.503492051835,60.0870059695137,82.7460334423277,0
"IFT74-AS1",0,0,0.414347874307115,4.93865802489154,0.464865356417571,0
"IFT80",28.4993363820852,33.9904113929231,102.758272828164,28.808838478534,111.567685540217,0
"IFT81",0,32.6830878778107,36.048265064719,12.3466450622288,12.0864992668569,0
"IFT88",0,11.7659116360118,45.1639182994755,0,18.5946142567028,0
"IGBP1",77.7254628602325,118.966439875231,368.769608133332,274.918630052296,345.859825174673,0
"IGBP1-AS1",0,0,0,0,1.39459606925271,0
"IGBP1-AS2",0,0,0,0,0.464865356417571,0
"IGBP1P1",0,0,0,0,0,0
"IGBP1P3",0,0,0,0,0,0
"IGBP1P4",0,0,0,0.823109670815256,0,0
"IGBP1P5",0,0,0,0,0,0
"IGDCC3",0,0,0,0,0,0
"IGDCC4",0,0.653661757556213,1.65739149722846,9.05420637896782,1.85946142567028,0
"IGF1",119.179043052356,532.734332408314,801.763136784267,399.208190345399,621.524981530293,243.197015598379
"IGF1R",632.167097929891,600.061493436604,18.231306469513,261.748875319252,5.57838427701085,108.087562488168
"IGF2",12.9542438100387,0,2.48608724584269,9.05420637896782,0.464865356417571,0
"IGF2-AS",0,0,0,0,0,0
"IGF2BP1",0,0,0,0,0,302.645174966871
"IGF2BP2",329.037792774984,66.6734992707337,3.72913086876403,1.64621934163051,2.32432678208786,0
"IGF2BP2-AS1",0,0,0,0,0,0
"IGF2BP3",0,49.6782935742722,1.24304362292134,0.823109670815256,0.464865356417571,0
"IGF2R",3611.6431742388,2502.87086968274,2836.2111996322,1655.27354800948,1140.77958464872,3588.50707460719
"IGFALS",0,1.96098527266864,3.31478299445692,0,8.83244177193385,0
"IGFBP1",0,0,0,0,0,0
"IGFBP2",0,4.57563230289349,1.24304362292134,10.7004257205983,0,0
"IGFBP3",386.036465539155,5.88295581800592,6.62956598891383,13.1697547330441,2.32432678208786,118.896318736985
"IGFBP4",277.220817534829,9.15126460578698,2.9004351201498,6.58487736652205,3.71892285134057,286.432040593646
"IGFBP5",1178.83618671353,5.88295581800592,3.72913086876403,13.9928644038594,12.5513646232744,897.126768651797
"IGFBP6",0,0,2.48608724584269,0,0.464865356417571,0
"IGFBP7",274.629968772821,81.7077196945266,2.9004351201498,4.93865802489154,1.85946142567028,405.328359330631
"IGFBP7-AS1",0,0,0,0,1.85946142567028,0
"IGFBPL1",0,0,0,0,0,0
"IGFL1",0,0,0,0,0,0
"IGFL1P1",0,0,0,0,0,0
"IGFL1P2",0,0,0,0,0,0
"IGFL2",0,0,0.828695748614229,0,0.464865356417571,0
"IGFL2-AS1",0,0,0,0,0,0
"IGFL3",0,0,0,0,0,0
"IGFL4",0,0,0,0,0,0
"IGFLR1",15.5450925720465,15.6878821813491,11.6017404805992,1.64621934163051,28.3567867414718,0
"IGFN1",0,0,0,4.93865802489154,0,1329.47701860447
"IGHA1",245705.733193767,5799.94077479628,1063.21664547206,1003991.31341559,3226.63043889436,35436.507361746
"IGHA2",33538.5372241903,416.382539563308,178.583933826366,381.922887258279,113.427146965887,6555.51066490741
"IGHD",1927.59147893376,94.1272930880947,21.1317415896628,0.823109670815256,16.270287474615,0
"IGHD1-1",0,0,0,0,0,0
"IGHD1-14",0,0,0,0,0,0
"IGHD1-20",0,0,0,0,0,0
"IGHD1-26",0,0,0,0,0,0
"IGHD1-7",0,0,0,0,0,0
"IGHD1OR15-1A",0,0,0,0,0,0
"IGHD1OR15-1B",0,0,0,0,0,0
"IGHD2-15",0,53.6002641196095,0,0,0,0
"IGHD2-2",0,0,0,0,0,0
"IGHD2-21",0,0,0,0,1.85946142567028,0
"IGHD2-8",0,0,0,0,0,0
"IGHD2OR15-2A",0,0,0,0,0,0
"IGHD2OR15-2B",0,0,0,0,0,0
"IGHD3-10",0,5.22929406044971,0,0,0,0
"IGHD3-16",0,0,0,0,0,0
"IGHD3-22",0,0.653661757556213,0.414347874307115,0,91.5784752142615,0
"IGHD3-3",0,0,0,0,0,0
"IGHD3-9",0,0,0,0,0,0
"IGHD3OR15-3A",0,0,0,0,0,0
"IGHD3OR15-3B",0,0,0,0,0,0
"IGHD4-11",0,0,0,0,0,0
"IGHD4-17",0,0,0,0,0,0
"IGHD4-23",0,0,0,0,0,0
"IGHD4-4",0,0,0,0,0,0
"IGHD4OR15-4A",0,0,0,0,0,0
"IGHD4OR15-4B",0,0,0,0,0,0
"IGHD5-12",0,0,0,0,0,0
"IGHD5-18",0,0,0,0,0,0
"IGHD5-24",0,0,0,0,0,0
"IGHD5-5",0,0,0,0,0,0
"IGHD5OR15-5A",0,0,0,0,0,0
"IGHD5OR15-5B",0,0,0,0,0,0
"IGHD6-13",0,0,0,0,0,0
"IGHD6-19",0,0,0,0,0,0
"IGHD6-25",0,0,0,0,0,0
"IGHD6-6",0,0,0,0,0,0
"IGHD7-27",0,0,0,0,0,0
"IGHE",707.301712028115,0,1.65739149722846,0,0.464865356417571,1869.91483104531
"IGHEP1",842.025847652518,0,0,0,0,989.00119676674
"IGHEP2",31.090185144093,25.4928085446923,13.2591319778277,13.1697547330441,12.5513646232744,0
"IGHG1",300955.583043582,2629.68125064865,4469.98486802515,1178.69304860745,114328.985757337,138762.812722311
"IGHG2",42316.3328298726,603.983463981941,411.861787061272,472.464951047957,546.681659147064,7290.50608982695
"IGHG3",73173.3415853848,1068.73697360441,646.797031793406,451744.811304525,1724.65047230919,28264.897590656
"IGHG4",25939.5778052216,98.049263633432,44.7495704251684,4429.15313865689,23852.706303142,2037.45055290197
"IGHGP",9783.04492534126,87.5906755125326,121.818275046292,563.007014837635,483.459970674274,4069.49672767954
"IGHJ1",461.171079637379,5.88295581800592,0.828695748614229,0,1.85946142567028,0
"IGHJ1P",0,0,0,0,0,0
"IGHJ2",383.445616777147,12.4195733935681,1.24304362292134,0,5.57838427701085,0
"IGHJ2P",0,0,0,0,0.464865356417571,0
"IGHJ3",362.718826681085,15.6878821813491,4.55782661737826,0,10.2270378411866,0
"IGHJ3P",0,1.96098527266864,47.2356576710111,324.305210301211,146.897452627953,0
"IGHJ4",6821.7047903664,81.7077196945266,70.0247907579024,6935.52208628935,5338.97861845581,16.2131343732253
"IGHJ5",2756.66308277624,37.2587201807042,11.6017404805992,388.507764624801,228.248890001027,19012.6022416688
"IGHJ6",927.523856798774,67.9808227858462,62.1521811460672,331.713197338548,334.703056620651,210.770746851928
"IGHM",78380.9475970204,7805.37504697874,407.718308318201,107.827366876799,270.551637435026,7149.99225859234
"IGHMBP2",31.090185144093,216.362041751107,158.280887985318,188.492114616694,254.746215316829,0
"IGHV1-12",0,0.653661757556213,1.24304362292134,0,0,0
"IGHV1-14",0,0,1.65739149722846,0,0,0
"IGHV1-17",0,0,0.414347874307115,0,0.464865356417571,0
"IGHV1-18",2886.20552087663,50.3319553318284,24.0321767098126,41.9785932115781,19.524344969538,0
"IGHV1-2",1751.41376311724,32.0294261202544,40.1917438077901,8.23109670815256,27.8919213850543,205.36636872752
"IGHV1-24",2953.56758868883,9.8049263633432,4.97217449168538,0,5.11351892059328,5.40437812440842
"IGHV1-3",1634.82556882689,23.5318232720237,11.1873926062921,0.823109670815256,10.6919031976041,724.186668670728
"IGHV1-45",683.984073170046,1.30732351511243,1.24304362292134,0,0.464865356417571,329.667065588913
"IGHV1-46",1070.0205387092,15.6878821813491,17.8169585952059,0,24.1729985337137,5.40437812440842
"IGHV1-58",277.220817534829,5.22929406044971,4.55782661737826,15.6390837454899,0.464865356417571,0
"IGHV1-67",575.16842516572,3.26830878778107,2.48608724584269,0,0.464865356417571,0
"IGHV1-68",0,0,0.414347874307115,0,0,0
"IGHV1-69",341.992036585023,5.88295581800592,4.55782661737826,0,5.57838427701085,0
"IGHV1OR15-1",0,0,0,0,0,0
"IGHV1OR15-2",18.1359413340542,6.53661757556213,0.414347874307115,0,0.929730712835142,0
"IGHV1OR15-3",0,0,0,0,0,0
"IGHV1OR15-4",0,0,0,0,0,0
"IGHV1OR15-6",0,0,0,0,0,0
"IGHV1OR15-9",310.90185144093,2.61464703022485,0,0,0.464865356417571,0
"IGHV1OR16-1",62.180370288186,0,0.828695748614229,0,0,0
"IGHV1OR16-2",0,0,0,0,0,0
"IGHV1OR16-3",0,0,0,0,0,0
"IGHV1OR16-4",0,0,0,0,0,0
"IGHV1OR21-1",388.627314301162,0,0,0,0,0
"IGHV2-26",383.445616777147,7.84394109067456,2.9004351201498,0.823109670815256,3.254057494923,0
"IGHV2-5",4272.30960855078,201.98148308487,21.1317415896628,4.11554835407628,26.9621906722191,5.40437812440842
"IGHV2-70",1023.38526099306,1.96098527266864,3.72913086876403,0.823109670815256,1.39459606925271,0
"IGHV2OR16-5",0,0,0,0,0,0
"IGHV3-11",1471.6020968204,40.5270289684852,9.53000110906364,1591.89410335671,8.83244177193385,5.40437812440842
"IGHV3-13",326.446944012976,5.88295581800592,8.70130536044941,0.823109670815256,5.11351892059328,0
"IGHV3-15",3282.60538146382,44.4489995138225,33.1478299445692,126218.106251824,32.0757095928124,5.40437812440842
"IGHV3-16",0,0,0,0,0,0
"IGHV3-19",2.59084876200775,6.53661757556213,1.24304362292134,0.823109670815256,0.929730712835142,5.40437812440842
"IGHV3-20",7591.1868726827,39.873367210929,12.0160883549063,23.8701804536424,17.2000181874501,16.2131343732253
"IGHV3-21",6549.66567035559,59.4832199376154,19.0600022181273,9.05420637896782,25.1027292465488,978.192440517924
