"","MM104_2_S18_L004_R1_001","MM109_S20_L005_R1_001","MM154_S20_L006_R1_001","MM116_S7_L003_R1_001","MM134_S15_L006_R1_001","MM141_S12_L004_R1_001"
"C10orf113",0,0,0,0,0,0
"C10orf120",0,0,0,0,0,0
"C10orf126",0,0,0,0,0,0
"C10orf128",0,16.9952056964615,3.31478299445692,13.9928644038594,1.39459606925271,0
"C10orf142",0,0,0,0,0,0
"C10orf25",0,5.88295581800592,1.65739149722846,12.3466450622288,2.78919213850543,0
"C10orf53",0,0,0,0,0,0
"C10orf55",0,3.92197054533728,0,0,0,0
"C10orf62",0,0,2.9004351201498,0,0,0
"C10orf67",0,0,0,0,0,0
"C10orf71",0,2.61464703022485,0.414347874307115,0,0,0
"C10orf71-AS1",0,0,0,0,0,0
"C10orf76",51.816975240155,209.171762417988,183.556108318052,88.0727347772324,129.232569084085,372.902090584181
"C10orf82",0,0,0,0,0,0
"C10orf88",0,26.1464703022485,46.4069619223968,10.7004257205983,32.54057494923,0
"C10orf90",0,0,0,0,0,0
"C10orf91",0,3.26830878778107,0,0,0,0
"C10orf95",0,1.30732351511243,0,0,0,0
"C10orf99",0,0,0,0,0,0
"C11orf1",59.5895215261782,117.659116360118,187.285239186816,134.166876342887,293.794905255905,0
"C11orf16",0,0,0,0,0,0
"C11orf21",0,132.693336783911,91.1565323475652,137.459315026148,5.57838427701085,0
"C11orf24",126.95158933838,425.533804169095,562.270065434755,769.607542212265,490.897816376955,832.274231158896
"C11orf40",0,0,0,0,0,0
"C11orf42",0,0,0,0,0,0
"C11orf44",0,0,0,0,0,0
"C11orf45",0,0,0,0,0,0
"C11orf49",0,65.3661757556213,93.6426195934079,47.7403609072849,81.8163027294925,0
"C11orf52",0,0,0,0,0,0
"C11orf53",0,0,0.414347874307115,0,0,0
"C11orf54",0,64.0588522405089,83.6982706100372,37.0399351866865,76.2379184524817,697.164778048686
"C11orf57",2.59084876200775,93.4736313305385,198.058283918801,206.600527374629,314.248980938278,0
"C11orf58",427.490045731278,435.992392289994,522.492669501272,251.871559269468,884.638773262638,1653.73970606898
"C11orf63",292.765910106876,62.7515287253965,81.6265312385016,34.5706061742408,9.29730712835142,0
"C11orf65",0,13.7268969086805,14.0878277264419,15.6390837454899,14.8756914053623,0
"C11orf68",20.726790096062,135.307983814136,160.352627356853,365.460693841974,217.092121447006,745.804181168362
"C11orf70",0,0,0,0,0,0
"C11orf71",0,52.2929406044971,85.3556621072656,133.343766672072,128.30283837125,0
"C11orf72",0,0,0,0,0,0
"C11orf74",0,11.7659116360118,0.828695748614229,4.93865802489154,0.464865356417571,0
"C11orf80",44.0444289541317,243.815835568468,474.428316081646,207.423637045445,753.081877396465,0
"C11orf84",336.810339061007,74.5174403614083,73.3395737523593,95.4807218145697,119.935261955733,907.935524900614
"C11orf86",0,0,0,0,0,0
"C11orf87",0,3.26830878778107,0.414347874307115,0,0.929730712835142,0
"C11orf88",0,0,0,0,0,0
"C11orf91",0,1.30732351511243,1.65739149722846,0,0.464865356417571,0
"C11orf94",0,4.57563230289349,11.1873926062921,31.2781674909797,5.11351892059328,0
"C11orf95",20.726790096062,66.6734992707337,195.157848798651,149.805960088377,112.032550896635,21.6175124976337
"C11orf96",0,67.32716102829,154.551757116554,102.065599181092,207.794814318654,0
"C11orf97",0,0,0,0,0,0
"C11orf98",0,0,1.65739149722846,11.5235353914136,0.929730712835142,0
"C11orf98P1",0,0,0,0,0,0
"C12orf10",54.4078240021627,107.200528239219,156.623496488089,195.900101654031,145.5028565587,659.334131177827
"C12orf29",0,65.3661757556213,50.9647885397751,58.4407866278832,68.335207393383,156.726965607844
"C12orf4",0,49.6782935742722,352.195693161047,99.596270168646,231.50294749595,599.885971809334
"C12orf40",0,0,0,0,0.929730712835142,0
"C12orf42",0,1.30732351511243,5.38652236599249,0,4.18378820775814,0
"C12orf43",0,52.2929406044971,61.7378332717601,109.473586218429,84.605494867998,0
"C12orf45",404.172406873209,192.830218479083,469.456141589961,173.676140542019,342.140902323332,616.09910618256
"C12orf49",0,137.268969086805,182.727412569438,124.289560293104,90.1838791450088,0
"C12orf50",0,0,0,0,0.464865356417571,0
"C12orf54",0,0.653661757556213,0.414347874307115,0,0,0
"C12orf56",0,0,0,0,0,0
"C12orf57",147.678379434442,393.50437804884,269.326118299625,623.094020807149,239.870523911467,751.20855929277
"C12orf60",0,5.88295581800592,5.8008702402996,12.3466450622288,1.39459606925271,0
"C12orf65",632.167097929891,82.3613814520829,84.1126184843443,94.6576121437545,94.8325327091845,0
"C12orf66",2.59084876200775,119.620101632787,76.2400088725091,122.643340951473,122.724454094239,0
"C12orf71",0,0,0,0,0,0
"C12orf73",0,15.0342204237929,21.54608946397,0,29.286517454307,0
"C12orf74",0,5.88295581800592,19.0600022181273,18.1084127579356,2.78919213850543,0
"C12orf75",569.986727641705,17.6488674540178,2.48608724584269,20.5777417703814,2.32432678208786,270.218906220421
"C12orf76",0,23.5318232720237,52.6221800370036,13.9928644038594,25.1027292465488,81.0656718661263
"C12orf77",0,5.22929406044971,9.94434898337075,0,2.78919213850543,0
"C12orf80",0,0,0,0,0,0
"C13orf42",0,0,0,0,0,0
"C14orf119",0,86.2833519974201,93.6426195934079,70.787431690112,73.4487263139763,0
"C14orf132",0,0,0.414347874307115,0,0.929730712835142,221.579503100745
"C14orf159",124.360740576372,347.094393262349,479.400490573332,679.065478422586,479.741047822934,2042.85493102638
"C14orf166",49.2261264781472,173.874027509953,374.570478373632,335.005636021809,351.438209451684,221.579503100745
"C14orf177",0,0,0,0,0,0
"C14orf178",0,0,0,0,0,0
"C14orf180",0,0,0,0,0,0
"C14orf2",0,132.693336783911,213.389155268164,139.105534367778,187.805603992699,286.432040593646
"C14orf28",305.720153916914,0.653661757556213,19.4743500924344,25.5163997952729,13.9459606925271,0
"C14orf37",0,0,0.828695748614229,5.76176769570679,0.464865356417571,0
"C14orf39",0,0,0.828695748614229,0,0,0
"C14orf93",0,47.0636465440474,90.327836598951,22.2239611120119,61.3622270471194,0
"C15orf32",0,0,0,0,0,0
"C15orf38-AP3S2",0,0,0,0,0,0
"C15orf39",987.113378324952,914.472798821142,967.087938632806,4011.01342588274,1078.02276153235,1043.04497801082
"C15orf40",85.4980091462557,58.175896422503,105.658707948314,211.539185399521,170.140720448831,5.40437812440842
"C15orf41",0,41.8343524835976,19.4743500924344,8.23109670815256,28.8216520978894,0
"C15orf48",0,17.6488674540178,0.414347874307115,0,1.85946142567028,0
"C15orf52",0,20.9171762417988,12.4304362292134,57.6176769570679,49.2757277802625,0
"C15orf53",0,2.61464703022485,2.07173937153557,0,0,0
"C15orf54",0,0,0.414347874307115,0,0.464865356417571,0
"C15orf56",0,0,5.38652236599249,0,0,0
"C15orf59",0,0,0.414347874307115,0,0,0
"C15orf59-AS1",0,0,0,0,0,0
"C15orf61",0,34.6440731504793,41.0204395564043,128.40510864718,80.4217066602398,0
"C15orf62",0,3.26830878778107,3.31478299445692,0,0.929730712835142,0
"C15orf65",0,12.4195733935681,29.004351201498,19.7546320995662,19.0594796131204,0
"C16orf45",0,0,0,0,0,0
"C16orf46",0,0,0,0,0,0
"C16orf47",0,0,0,0,0,0
"C16orf52",0,32.6830878778107,163.253062477003,34.5706061742408,152.010971548546,0
"C16orf54",1059.65714366117,711.18399222116,232.449157486291,265.041314002513,231.038082139533,0
"C16orf58",349.764582871046,617.710360890621,489.344839556702,1035.47196588559,409.54637900388,886.31801240298
"C16orf62",160.63262324448,250.35245314403,221.676112754306,246.109791573762,158.054221181974,0
"C16orf70",266.857422486798,126.156719208349,66.7100077634455,48.5634705781001,55.7838427701085,0
"C16orf71",0,3.92197054533728,0.414347874307115,19.7546320995662,2.78919213850543,0
"C16orf72",1054.47544613715,638.62753713242,635.195291312807,696.350781509707,461.146433566231,108.087562488168
"C16orf74",0,90.8589843003136,162.010018854082,39.5092641991323,80.8865720166574,0
"C16orf78",0,0,0,0,0,0
"C16orf82",0,0,0,0,0.929730712835142,0
"C16orf86",108.815648004325,14.3805586662367,28.1756554528838,47.7403609072849,19.524344969538,0
"C16orf87",0,30.722102605142,39.777395933483,9.87731604978308,10.6919031976041,0
"C16orf89",0,0,0,0.823109670815256,0,0
"C16orf90",0,0,0,0,0,0
"C16orf91",0,44.4489995138225,24.0321767098126,32.9243868326103,33.4703056620651,0
"C16orf92",0,0,0,0,0,0
"C16orf95",0,2.61464703022485,4.14347874307115,23.0470707828272,3.254057494923,0
"C16orf96",0,8.49760284823077,0.828695748614229,5.76176769570679,2.32432678208786,0
"C16orf97",0,0,0,0,0,0
"C17orf102",0,0,0,0,0,0
"C17orf105",0,0,0,0,0,0
"C17orf107",2.59084876200775,115.69813108745,11.6017404805992,172.029921200389,2.32432678208786,0
"C17orf112",0,0,0,0,0,0
"C17orf113",0,11.7659116360118,35.2195693161047,5.76176769570679,16.7351528310326,0
"C17orf47",0,2.61464703022485,0.414347874307115,0,1.39459606925271,0
"C17orf49",0,28.7611173324734,6.62956598891383,24.6932901244577,11.6216339104393,0
"C17orf50",0,0,0,0,0,0
"C17orf51",36.2718826681085,33.9904113929231,41.4347874307115,0,16.270287474615,54.0437812440842
"C17orf53",0,26.8001320598047,2.07173937153557,10.7004257205983,5.11351892059328,0
"C17orf58",0,22.8781615144675,26.1039160813482,59.2638962986984,9.29730712835142,0
"C17orf62",896.433671654681,1146.5227227536,844.026619963593,1149.0611004581,676.843958943984,2567.079609094
"C17orf64",0,0,0,0,1.39459606925271,0
"C17orf67",0,5.88295581800592,10.773044731985,0,5.11351892059328,0
"C17orf74",0,0,0,0,0,0
"C17orf75",0,35.2977349080355,68.3673992606739,28.808838478534,59.9676309778667,0
"C17orf77",0,0,0,0,0,0
"C17orf78",0,0,0,0,0,0
"C17orf80",54.4078240021627,56.8685729073906,99.8578377080146,127.581998976365,78.097379878152,0
"C17orf82",0,0,0.828695748614229,0,0,0
"C17orf97",0,3.26830878778107,1.65739149722846,0,2.32432678208786,0
"C17orf98",0,0.653661757556213,0,0,0,0
"C17orf99",0,11.7659116360118,0,0,0,0
"C18orf12",0,0,0,0,0,0
"C18orf15",0,6.53661757556213,37.7056565619474,0,19.524344969538,0
"C18orf21",75.1346140982247,45.7563230289349,87.4274014788012,74.9029800441883,64.1514191856248,0
"C18orf25",41.453580192124,332.713834596113,406.060916820972,172.029921200389,251.027292465488,37.8306468708589
"C18orf32",2.59084876200775,52.2929406044971,43.9208746765542,37.8630448575018,13.016229979692,0
"C18orf54",0,3.26830878778107,24.0321767098126,13.1697547330441,6.508114989846,5.40437812440842
"C18orf63",0,0,0,0,0,0
"C18orf65",0,3.26830878778107,0,0,0,0
"C18orf8",318.674397726953,161.454454116385,174.026107208988,90.5420637896782,145.5028565587,0
"C19orf12",533.714844973596,113.737145814781,214.632198891085,274.918630052296,229.178620713863,0
"C19orf18",0,0.653661757556213,12.4304362292134,0,3.254057494923,0
"C19orf24",0,222.244997569112,185.627847689587,279.034178406372,166.886662953908,0
"C19orf25",2.59084876200775,75.8247638765207,164.496106099925,193.430772641585,91.5784752142615,459.372140574715
"C19orf33",0,0,0,0,0,0
"C19orf35",12.9542438100387,50.9856170893846,0,0,0.929730712835142,5.40437812440842
"C19orf38",0,197.405850781976,104.001316451086,51.0327995905459,61.3622270471194,0
"C19orf44",0,15.6878821813491,48.8930491682395,55.9714576154374,27.8919213850543,707.973534297503
"C19orf47",2.59084876200775,117.659116360118,114.774361183071,182.730346920987,81.8163027294925,524.224678067616
"C19orf48",62.180370288186,149.034880722817,123.47566654352,502.920008868122,205.005622180149,81.0656718661263
"C19orf53",90.6797066702712,281.728217506728,503.432667283144,490.573363805893,357.481459085112,232.388259349562
"C19orf54",38.8627314301162,88.897999027645,66.7100077634455,182.730346920987,94.8325327091845,0
"C19orf57",2.59084876200775,9.8049263633432,2.9004351201498,30.4550578201645,13.9459606925271,0
"C19orf60",88.0888579082634,170.605718722172,246.536985212733,472.464951047957,224.994832506104,86.4700499905347
"C19orf66",98.4522529562944,166.683748176834,251.094811830111,185.199675933433,237.546197129379,140.513831234619
"C19orf67",0,0,0,4.93865802489154,0.929730712835142,0
"C19orf68",36.2718826681085,24.1854850295799,62.5665290203743,101.242489510277,34.8649017313178,0
"C19orf70",67.3620678122015,156.878821813491,227.891330868913,335.005636021809,184.551546497776,913.339903025023
"C19orf71",0,8.49760284823077,16.9882628465917,0,6.04324963342843,0
"C19orf73",0,0.653661757556213,9.94434898337075,38.686154528317,6.508114989846,0
"C19orf81",0,0.653661757556213,0,0,0,0
"C19orf84",0,0.653661757556213,0,0,0,0
"C1D",2.59084876200775,15.0342204237929,19.4743500924344,14.8159740746746,37.6540938698233,0
"C1DP1",0,0,3.72913086876403,0,0,0
"C1DP2",0,0,0,0,0,0
"C1DP3",0,0,0,0,0,0
"C1DP4",0,0,0,0,0,0
"C1DP5",0,3.92197054533728,17.4026107208988,4.93865802489154,52.9946506316031,5.40437812440842
"C1GALT1",28.4993363820852,241.854850295799,268.911770425317,106.181147535168,382.584188331661,778.230449914812
"C1GALT1C1",0,142.498263147254,188.11393493543,60.0870059695137,145.5028565587,0
"C1GALT1C1L",0,0,0,0,0,0
"C1GALT1P1",0,0,3.72913086876403,0,2.32432678208786,0
"C1GALT1P2",0,1.96098527266864,0,0,0.464865356417571,0
"C1GALT1P3",0,0,0,0,0,0
"C1orf100",0,0,0,0,0,0
"C1orf105",0,0,0,0,0,0
"C1orf109",0,56.8685729073906,62.5665290203743,140.751753709409,76.2379184524817,0
"C1orf112",0,29.4147790900296,20.3030458410486,29.6319481493492,29.7513828107246,0
"C1orf115",0,3.26830878778107,54.279571534232,14.8159740746746,0.929730712835142,0
"C1orf116",0,0.653661757556213,3.31478299445692,0,0,0
"C1orf122",352.355431633054,181.064306843071,77.0687046211233,211.539185399521,49.7405931366801,172.940099981069
"C1orf123",31.090185144093,83.0150432096391,74.1682695009735,127.581998976365,56.7135734829437,0
"C1orf127",0,0.653661757556213,0.414347874307115,0,0,0
"C1orf131",0,35.9513966655917,41.0204395564043,21.4008514411967,50.6703238495153,0
"C1orf132",4020.99727863603,2128.32268260303,7662.12089168716,2978.83389868041,6009.77932776636,4966.62349633134
"C1orf137",0,0,0,0,0,0
"C1orf141",0,0,0,0,0,0
"C1orf143",0,0,0,0,0,0
"C1orf146",0,0,0,0,0,0
"C1orf147",0,0,0,0,0,0
"C1orf158",0,0,0,0,0,0
"C1orf159",46.6352777161395,64.0588522405089,66.2956598891383,100.419379839461,62.7568231163721,0
"C1orf162",0,136.615307329249,16.9882628465917,0,13.9459606925271,0
"C1orf167",0,1.30732351511243,8.70130536044941,0,0.929730712835142,0
"C1orf174",0,62.0978669678403,61.323485397453,54.3252382738069,92.0433405706791,64.852537492901
"C1orf185",0,0,0,0,0,0
"C1orf186",0,16.9952056964615,110.216534565692,45.2710318948391,36.7243631569881,0
"C1orf189",0,0,0,0,0,0
"C1orf194",0,0,0,0,0,0
"C1orf195",0,0,0,0,0,0
"C1orf198",321.265246488961,20.2635144842426,22.7891330868913,27.1626191369035,0,86.4700499905347
"C1orf21",0,67.32716102829,8.70130536044941,0,18.1297489002853,0
"C1orf210",0,0,0,0,0,0
"C1orf216",0,38.5660436958166,93.6426195934079,43.6248125532086,56.2487081265261,0
"C1orf220",0,2.61464703022485,21.54608946397,0,6.508114989846,0
"C1orf226",0,42.4880142411539,15.7452192236704,0,10.6919031976041,0
"C1orf228",2.59084876200775,27.453793817361,4.55782661737826,0,2.78919213850543,0
"C1orf229",0,0,0,0,0,0
"C1orf232",0,0,0,0,0,0
"C1orf27",370.491372967108,178.449659812846,230.377418114756,159.68327613816,378.865265480321,1102.49313737932
"C1orf35",0,79.0930726643018,26.1039160813482,93.8345024729392,38.5838245826584,140.513831234619
"C1orf43",1152.92769909345,642.549507677758,694.447037338724,840.394973902377,1180.29313994421,902.531146776206
"C1orf50",0,7.84394109067456,9.53000110906364,23.8701804536424,6.508114989846,216.175124976337
"C1orf52",31.090185144093,83.0150432096391,60.0804417745316,26.3395094660882,57.6433041957788,799.847962412446
"C1orf53",0,3.26830878778107,2.07173937153557,10.7004257205983,5.11351892059328,0
"C1orf54",0,5.88295581800592,10.773044731985,18.1084127579356,12.5513646232744,0
"C1orf56",0,19.6098527266864,26.5182639556553,1.64621934163051,9.762172484769,81.0656718661263
"C1orf61",41.453580192124,30.0684408475858,54.6939194085391,26.3395094660882,53.4595159880207,0
"C1orf68",0,0,0,0,0,0
"C1orf74",259.084876200775,24.1854850295799,21.9604373382771,3.29243868326102,24.1729985337137,5.40437812440842
"C1orf87",0,0.653661757556213,0,0,0,0
"C1orf94",0,0,0,0,0,0
"C1QA",95.8614041942867,23.5318232720237,26.1039160813482,0,2.32432678208786,0
"C1QB",0,15.6878821813491,23.2034809611984,7.40798703733731,5.11351892059328,0
"C1QBP",0,236.625556235349,111.459578188614,265.864423673328,308.20573130485,399.923981206223
"C1QBPP1",0,0,0,0,0,0
"C1QBPP2",0,1.30732351511243,0,0,0,0
"C1QC",0,13.0732351511243,29.004351201498,0,5.11351892059328,0
"C1QL1",0,0,0,0,0,0
"C1QL1P1",0,0,0,0,0,0
"C1QL2",0,0,0,0,0.464865356417571,0
"C1QL3",0,0,0.828695748614229,0,0,0
"C1QL4",0,0,0,0.823109670815256,0,0
"C1QTNF1",0,0,2.9004351201498,0,0.464865356417571,0
"C1QTNF12",2.59084876200775,5.22929406044971,2.07173937153557,17.2853030871204,6.97298034626357,0
"C1QTNF1-AS1",0,0,0,0,0,0
"C1QTNF2",0,0.653661757556213,0,0,0,0
"C1QTNF3",54.4078240021627,44.4489995138225,29.4186990758051,13.1697547330441,53.4595159880207,0
"C1QTNF3-AMACR",2.59084876200775,2.61464703022485,1.24304362292134,3.29243868326102,6.04324963342843,0
"C1QTNF4",0,9.8049263633432,7.87260961183518,22.2239611120119,3.254057494923,0
"C1QTNF5",0,0,0,0,0,0
"C1QTNF6",230.58553981869,54.2539258771657,114.360013308764,210.716075728706,85.0703602244155,0
"C1QTNF7",0,0,0,0,0,0
"C1QTNF8",0,0,0,0,0,0
"C1QTNF9",0,0,0,0,0,0
"C1QTNF9-AS1",0,0,0,0,0,0
"C1QTNF9B",0,0,0,0,0,0
"C1R",479.307020971433,24.8391467871361,420.977440296028,321.01277161795,13.016229979692,172.940099981069
"C1RL",352.355431633054,178.449659812846,137.977842144269,176.145469554465,51.1351892059328,1178.15443112104
"C1RL-AS1",38.8627314301162,218.976688781331,96.9574025878648,358.875816475452,97.1568594912724,5.40437812440842
"C1S",0,15.6878821813491,14.9165234750561,23.8701804536424,20.4540756823731,0
"C2",93.2705554322789,392.197054533728,215.4608946397,297.142591164308,69.2649381062181,0
"C20orf141",0,0,0,0,0,0
"C20orf144",0,1.96098527266864,0.414347874307115,9.87731604978308,0.464865356417571,0
"C20orf166-AS1",0,0,0,0,0,0
"C20orf173",0,0,0,0,0,0
"C20orf181",0,1.96098527266864,0,0,0.464865356417571,0
"C20orf187",0,0,0,0,0,0
"C20orf194",12.9542438100387,52.9466023620533,74.1682695009735,51.0327995905459,5.11351892059328,0
"C20orf196",0,49.024631816716,31.0760905730336,29.6319481493492,22.778402464461,0
"C20orf197",0,8.49760284823077,0.828695748614229,0,2.78919213850543,0
"C20orf202",0,5.88295581800592,9.11565323475652,8.23109670815256,22.3135371080434,0
"C20orf203",0,3.26830878778107,4.14347874307115,0,0,0
"C20orf204",0,15.6878821813491,14.502175600749,27.1626191369035,12.5513646232744,0
"C20orf24",12.9542438100387,83.6687049671953,62.5665290203743,109.473586218429,53.9243813444383,0
"C20orf27",248.721481152744,251.659776659142,35.2195693161047,116.058463584951,67.8703420369654,0
"C20orf78",0,0,0,0,0,0
"C20orf85",0,0,0,0,0,0
"C20orf96",0,22.2244997569112,36.048265064719,19.7546320995662,36.2594978005706,0
"C21orf140",0,0,0,0,0,0
"C21orf2",25.9084876200775,103.278557693882,174.026107208988,878.258018759878,184.551546497776,5.40437812440842
"C21orf33",0,3.26830878778107,0.414347874307115,0,2.78919213850543,0
"C21orf58",0,57.5222346649468,16.5739149722846,67.494993006851,21.8486717516258,0
"C21orf59",0,21.570837999355,139.220885767191,175.32235988365,51.1351892059328,0
"C21orf62",0,0,62.5665290203743,0,1.39459606925271,0
"C21orf62-AS1",0,9.15126460578698,45.1639182994755,29.6319481493492,7.90271105909871,0
"C21orf91",352.355431633054,154.917836540823,1113.76708613752,590.169633974539,641.514191856248,567.459703062884
"C21orf91-OT1",0,1.96098527266864,1.24304362292134,0,0.464865356417571,0
"C22orf15",0,0,0.414347874307115,0,0,0
"C22orf23",5.1816975240155,0,1.65739149722846,1.64621934163051,0,0
"C22orf24",0,0,0.828695748614229,0,0.464865356417571,0
"C22orf31",0,0,0,0,0,0
"C22orf34",72.5437653362169,227.474291629562,220.433069131385,262.571984990067,235.221870347291,0
"C22orf39",678.80237564603,90.2053225427574,116.017404805992,117.704682926582,99.9460516297778,37.8306468708589
"C22orf42",0,0,0,0,0,0
"C22orf46",2.59084876200775,98.7029253909882,183.970456192359,136.636205355333,108.313628045294,524.224678067616
"C2-AS1",0,0,0,0,0,0
"C2CD2",2.59084876200775,86.9370137549763,394.87352421468,219.770282107673,129.232569084085,0
"C2CD2L",183.95026210255,339.904113929231,244.879593715505,607.454937061659,370.497689064804,0
"C2CD3",38.8627314301162,358.860304898361,378.713957116703,236.232475523979,384.443649757331,248.601393722787
"C2CD4A",0,0,0.828695748614229,0,0.464865356417571,0
"C2CD4B",0,10.4585881208994,0.414347874307115,0,0,0
"C2CD4C",0,0,0.414347874307115,0,0,0
"C2CD4D",0,1.96098527266864,1.24304362292134,0,0.464865356417571,0
"C2CD5",370.491372967108,200.020497812201,369.598303881946,193.430772641585,389.557168677925,589.077215560518
"C2CD6",0,0,0,0,0,0
"C2orf15",0,4.57563230289349,3.31478299445692,20.5777417703814,8.36757641551628,0
"C2orf16",0,0,0,0,0.464865356417571,0
"C2orf27A",0,0.653661757556213,5.38652236599249,9.87731604978308,6.508114989846,0
"C2orf27AP1",0,0,0,0,0,0
"C2orf27AP2",0,0,0,0,0,0
"C2orf27AP3",0,0,0.414347874307115,0,0,0
"C2orf27B",0,0,0,0,0,0
"C2orf40",0,0,0,0,0.464865356417571,0
"C2orf42",0,63.4051904829527,87.0130536044941,120.174011939027,56.2487081265261,5.40437812440842
"C2orf48",0,22.2244997569112,1.24304362292134,0,7.90271105909871,0
"C2orf49",220.222144770659,85.6296902398639,106.487403696928,129.228218317995,128.30283837125,0
"C2orf50",0,1.30732351511243,0.828695748614229,0,0,0
"C2orf54",0,0,0,0,0,0
"C2orf66",0,0,0,0,0,0
"C2orf68",54.4078240021627,155.571498298379,105.658707948314,116.881573255766,132.951491935425,0
"C2orf69",98.4522529562944,66.0198375131775,121.818275046292,53.5021286029917,106.454166619624,5.40437812440842
"C2orf69P1",0,0,0,0,0,0
"C2orf69P2",0,0,0,0,0,0
"C2orf69P3",0,0,0,0,0,0
"C2orf69P4",0,0,0,0,0,0
"C2orf70",0,0,0,0,0,0
"C2orf71",0,0,0,0,0,0
"C2orf72",0,0,0,5.76176769570679,0.464865356417571,0
"C2orf73",0,0,0,0,0.464865356417571,0
"C2orf74",0,1.96098527266864,2.9004351201498,3.29243868326102,0.464865356417571,0
"C2orf76",2.59084876200775,9.15126460578698,84.1126184843443,21.4008514411967,17.6648835438677,5.40437812440842
"C2orf78",0,0,0,0,0,0
"C2orf80",0,0,0,0,0,0
"C2orf81",0,13.7268969086805,12.0160883549063,0.823109670815256,15.8054221181974,0
"C2orf82",0,26.1464703022485,12.4304362292134,21.4008514411967,16.270287474615,0
"C2orf83",0,0,0,0,0,0
"C2orf88",759.11868726827,150.995865995485,527.879191867264,465.05696401062,687.535862141588,1053.85373425964
"C2orf91",0,0,0,0,0,0
"C3",25.9084876200775,22.8781615144675,0.828695748614229,0,0.464865356417571,199.961990603111
"C3AR1",0,332.713834596113,2.9004351201498,0,0.929730712835142,799.847962412446
"C3orf14",2.59084876200775,0,19.4743500924344,0,19.0594796131204,0
"C3orf18",0,27.453793817361,76.2400088725091,79.0185283982646,34.8649017313178,0
"C3orf20",0,5.22929406044971,18.231306469513,5.76176769570679,20.4540756823731,0
"C3orf22",0,0,0,0,0,0
"C3orf30",0,0,0,0,0,0
"C3orf33",0,25.4928085446923,40.1917438077901,14.8159740746746,15.3405567617799,0
"C3orf35",25.9084876200775,59.4832199376154,39.3630480591759,47.7403609072849,95.2973980656021,0
"C3orf36",0,0,0,0,0,0
"C3orf38",665.848131835991,96.0882783607633,191.01437005558,144.04419239267,169.210989735996,0
"C3orf49",0,0,0,0,0,0
"C3orf52",44.0444289541317,28.1074555749172,22.7891330868913,23.8701804536424,190.129930774787,0
"C3orf56",0,0,0,0,0,0
"C3orf58",215.040447246643,133.346998541467,85.7700099815727,142.397973051039,75.7730530960641,75.6612937417178
"C3orf62",0,67.9808227858462,55.5226151571534,99.596270168646,53.9243813444383,0
"C3orf67",0,4.57563230289349,1.24304362292134,0,1.85946142567028,0
"C3orf67-AS1",0,0,0,0,0,0
"C3orf70",0,427.494789441763,1346.21624362382,0,1643.76390029253,0
"C3orf79",0,1.30732351511243,0.828695748614229,5.76176769570679,0.464865356417571,0
"C3orf80",0,5.88295581800592,0.828695748614229,0,0,0
"C3orf84",0,0,0,0,0,0
"C3orf85",0,0,0,0,0,0
"C3P1",0,0,0,0,0,5.40437812440842
"C4A",0,289.572158597402,5.8008702402996,213.185404741151,3.254057494923,778.230449914812
"C4A-AS1",0,0,0,0,0,0
"C4B",31.090185144093,169.952056964615,5.8008702402996,172.029921200389,0.929730712835142,0
"C4B-AS1",0,0,0,0,0,0
"C4BPA",0,0,0,0,0,0
"C4BPAP1",0,0,0,0,0,0
"C4BPAP2",0,0,0,0,0,0
"C4BPB",0,0.653661757556213,3.31478299445692,0,2.32432678208786,0
"C4orf17",0,0,0,0,0,0
"C4orf19",0,0,0,0,0,0
"C4orf22",0,0,0,0,0,0
"C4orf26",0,0.653661757556213,0.414347874307115,0,1.85946142567028,0
"C4orf3",7.77254628602325,320.294261202544,480.229186321946,218.124062766043,365.384170144211,1442.96895921705
"C4orf33",0,38.5660436958166,54.6939194085391,67.494993006851,41.8378820775814,0
"C4orf36",0,33.9904113929231,16.9882628465917,60.910115640329,23.7081331772961,0
"C4orf45",0,1.96098527266864,0,0,2.32432678208786,0
"C4orf46",0,46.4099847864911,21.54608946397,15.6390837454899,19.524344969538,0
"C4orf47",0,11.1122498784556,5.8008702402996,0,10.2270378411866,0
"C4orf48",72.5437653362169,56.2149111498343,15.3308713493632,55.9714576154374,9.29730712835142,0
"C4orf50",0,5.22929406044971,0.414347874307115,24.6932901244577,0,0
"C4orf51",0,0,0,0,0,0
"C5",23.3176388580697,22.2244997569112,29.4186990758051,37.0399351866865,20.4540756823731,0
"C5AR1",746.164443458232,603.983463981941,22.7891330868913,60.910115640329,12.0864992668569,0
"C5AR2",0,62.0978669678403,1.65739149722846,0,11.6216339104393,0
"C5orf15",0,186.947262661077,203.8591541591,192.60766297077,294.259770612323,135.10945311021
"C5orf17",0,3.26830878778107,0,0,0,0
"C5orf22",18.1359413340542,71.2491315736272,162.424366728389,59.2638962986984,264.973253158016,0
"C5orf24",0,90.8589843003136,237.00698410367,193.430772641585,337.027383402739,0
"C5orf30",33.6810339061007,113.083484057225,84.5269663586514,108.650476547614,296.58409739441,0
"C5orf34",0,0.653661757556213,3.72913086876403,0,6.508114989846,0
"C5orf38",0,0,0,0,0,0
"C5orf42",0,201.98148308487,401.503090203594,9.87731604978308,5.57838427701085,0
"C5orf46",0,0,0,0,0,0
"C5orf47",0,0.653661757556213,2.48608724584269,14.8159740746746,16.7351528310326,0
"C5orf49",0,0,0,0,0,0
